[detection] The camouflaged objects.
COD10K-CAM-3-Flying-51-Bee-2977.jpg@#@<p>The camouflaged objects</p> {<49><31><61><66>}<delim>{<35><8><48><20>}<delim>{<12><17><27><30>}
COD10K-CAM-4-Amphibian-68-Toad-4923.jpg@#@<p>The camouflaged objects</p> {<40><39><68><61>}<delim>{<40><38><70><59>}
COD10K-CAM-2-Terrestrial-24-Caterpillar-1626.jpg@#@<p>The camouflaged objects</p> {<1><1><100><100>}
COD10K-CAM-1-Aquatic-9-GhostPipefish-407.jpg@#@<p>The camouflaged objects</p> {<10><14><65><73>}<delim>{<78><20><99><95>}
COD10K-CAM-1-Aquatic-17-Slug-1151.jpg@#@<p>The camouflaged objects</p> {<48><10><82><87>}<delim>{<1><0><53><86>}
COD10K-CAM-1-Aquatic-15-SeaHorse-1003.jpg@#@<p>The camouflaged objects</p> {<30><28><95><88>}<delim>{<0><41><40><99>}
COD10K-CAM-3-Flying-53-Bird-3077.jpg@#@<p>The camouflaged objects</p> {<73><42><85><66>}<delim>{<0><1><100><21>}
COD10K-CAM-2-Terrestrial-23-Cat-1531.jpg@#@<p>The camouflaged objects</p> {<30><58><61><92>}<delim>{<70><0><100><99>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-891.jpg@#@<p>The camouflaged objects</p> {<2><1><34><25>}<delim>{<61><26><75><40>}
COD10K-CAM-2-Terrestrial-38-Lizard-2185.jpg@#@<p>The camouflaged objects</p> {<1><1><98><98>}
COD10K-CAM-2-Terrestrial-23-Cat-1381.jpg@#@<p>The camouflaged objects</p> {<1><18><92><100>}
COD10K-CAM-3-Flying-64-Moth-4455.jpg@#@<p>The camouflaged objects</p> {<23><33><80><77>}<delim>{<54><41><60><46>}
COD10K-CAM-1-Aquatic-13-Pipefish-776.jpg@#@<p>The camouflaged objects</p> {<45><53><65><74>}<delim>{<0><0><99><89>}
COD10K-CAM-1-Aquatic-19-Stingaree-1192.jpg@#@<p>The camouflaged objects</p> {<39><10><98><71>}<delim>{<42><87><53><96>}<delim>{<92><7><98><15>}
COD10K-CAM-2-Terrestrial-39-Monkey-2333.jpg@#@<p>The camouflaged objects</p> {<1><0><98><99>}
COD10K-CAM-2-Terrestrial-45-Spider-2773.jpg@#@<p>The camouflaged objects</p> {<12><14><60><53>}<delim>{<1><56><49><100>}
COD10K-CAM-2-Terrestrial-31-Gecko-1920.jpg@#@<p>The camouflaged objects</p> {<1><1><98><100>}<delim>{<0><1><92><100>}
COD10K-CAM-2-Terrestrial-23-Cat-1378.jpg@#@<p>The camouflaged objects</p> {<1><2><100><67>}<delim>{<39><1><48><25>}<delim>{<24><3><32><28>}
COD10K-CAM-3-Flying-61-Katydid-4203.jpg@#@<p>The camouflaged objects</p> {<1><44><90><75>}
COD10K-CAM-1-Aquatic-13-Pipefish-582.jpg@#@<p>The camouflaged objects</p> {<48><25><86><57>}<delim>{<60><39><85><59>}<delim>{<27><1><47><23>}
COD10K-CAM-3-Flying-59-Grasshopper-3629.jpg@#@<p>The camouflaged objects</p> {<38><4><59><96>}<delim>{<37><6><59><95>}
COD10K-CAM-3-Flying-53-Bird-3083.jpg@#@<p>The camouflaged objects</p> {<1><0><100><98>}
COD10K-CAM-2-Terrestrial-23-Cat-1369.jpg@#@<p>The camouflaged objects</p> {<13><42><58><76>}<delim>{<59><60><85><94>}
COD10K-CAM-2-Terrestrial-27-Cheetah-1742.jpg@#@<p>The camouflaged objects</p> {<1><1><63><20>}<delim>{<41><4><57><14>}
COD10K-CAM-3-Flying-65-Owl-4537.jpg@#@<p>The camouflaged objects</p> {<32><48><46><85>}<delim>{<47><54><57><87>}<delim>{<47><37><58><84>}<delim>{<32><1><62><99>}
COD10K-CAM-4-Amphibian-68-Toad-5002.jpg@#@<p>The camouflaged objects</p> {<28><39><54><56>}<delim>{<33><37><55><57>}
COD10K-CAM-1-Aquatic-15-SeaHorse-1057.jpg@#@<p>The camouflaged objects</p> {<50><26><71><99>}<delim>{<8><31><66><100>}
COD10K-CAM-2-Terrestrial-23-Cat-1424.jpg@#@<p>The camouflaged objects</p> {<50><30><98><71>}<delim>{<42><52><68><85>}<delim>{<0><0><100><97>}
COD10K-CAM-2-Terrestrial-45-Spider-2576.jpg@#@<p>The camouflaged objects</p> {<10><5><69><81>}<delim>{<44><2><71><45>}<delim>{<1><1><51><46>}
COD10K-CAM-2-Terrestrial-33-Grouse-1958.jpg@#@<p>The camouflaged objects</p> {<48><49><63><86>}<delim>{<10><65><21><97>}
COD10K-CAM-3-Flying-57-Dragonfly-3593.jpg@#@<p>The camouflaged objects</p> {<15><13><90><87>}
COD10K-CAM-2-Terrestrial-49-Worm-2948.jpg@#@<p>The camouflaged objects</p> {<28><25><71><67>}<delim>{<29><24><42><38>}
COD10K-CAM-2-Terrestrial-38-Lizard-2166.jpg@#@<p>The camouflaged objects</p> {<15><13><99><92>}<delim>{<0><1><100><17>}
COD10K-CAM-2-Terrestrial-47-Tiger-2877.jpg@#@<p>The camouflaged objects</p> {<1><58><72><99>}<delim>{<53><61><91><98>}
COD10K-CAM-3-Flying-56-Cicada-3501.jpg@#@<p>The camouflaged objects</p> {<32><0><61><99>}<delim>{<27><24><57><99>}
COD10K-CAM-3-Flying-59-Grasshopper-3775.jpg@#@<p>The camouflaged objects</p> {<1><0><99><100>}
COD10K-CAM-4-Amphibian-67-Frog-4740.jpg@#@<p>The camouflaged objects</p> {<49><42><87><78>}<delim>{<0><1><100><93>}
COD10K-CAM-1-Aquatic-16-Shrimp-1128.jpg@#@<p>The camouflaged objects</p> {<1><2><100><98>}
COD10K-CAM-2-Terrestrial-32-Giraffe-1942.jpg@#@<p>The camouflaged objects.</p> {<1><24><100><98>}
COD10K-CAM-1-Aquatic-13-Pipefish-705.jpg@#@<p>The camouflaged objects</p> {<16><24><63><80>}<delim>{<53><16><79><44>}
COD10K-CAM-1-Aquatic-13-Pipefish-689.jpg@#@<p>The camouflaged objects</p> {<20><19><81><76>}
COD10K-CAM-2-Terrestrial-23-Cat-1512.jpg@#@<p>The camouflaged objects</p> {<59><44><78><63>}<delim>{<62><43><81><62>}
COD10K-CAM-3-Flying-51-Bee-2995.jpg@#@<p>The camouflaged objects</p> {<19><25><50><62>}<delim>{<60><0><98><39>}<delim>{<40><26><100><100>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-954.jpg@#@<p>The camouflaged objects</p> {<15><0><86><99>}<delim>{<27><1><84><14>}
COD10K-CAM-3-Flying-60-Heron-3906.jpg@#@<p>The camouflaged objects</p> {<1><3><98><98>}<delim>{<72><11><96><40>}
COD10K-CAM-1-Aquatic-19-Stingaree-1207.jpg@#@<p>The camouflaged objects</p> {<2><1><98><98>}
COD10K-CAM-2-Terrestrial-24-Caterpillar-1557.jpg@#@<p>The camouflaged objects</p> {<12><39><98><58>}<delim>{<12><39><98><58>}
COD10K-CAM-3-Flying-53-Bird-3056.jpg@#@<p>The camouflaged objects</p> {<1><2><100><99>}
COD10K-CAM-3-Flying-56-Cicada-3505.jpg@#@<p>The camouflaged objects</p> {<61><42><78><54>}<delim>{<59><36><76><55>}
COD10K-CAM-3-Flying-56-Cicada-3472.jpg@#@<p>The camouflaged objects</p> {<14><26><79><68>}<delim>{<65><58><100><92>}
COD10K-CAM-1-Aquatic-13-Pipefish-637.jpg@#@<p>The camouflaged objects</p> {<74><40><99><62>}<delim>{<11><40><93><60>}<delim>{<50><2><80><33>}
COD10K-CAM-1-Aquatic-6-Fish-207.jpg@#@<p>The camouflaged objects</p> {<1><32><89><78>}<delim>{<85><25><100><56>}
COD10K-CAM-4-Amphibian-68-Toad-4841.jpg@#@<p>The camouflaged objects</p> {<46><47><57><63>}<delim>{<10><42><30><61>}
COD10K-CAM-3-Flying-65-Owl-4510.jpg@#@<p>The camouflaged objects</p> {<34><16><63><90>}<delim>{<1><1><100><100>}<delim>{<35><0><58><27>}
COD10K-CAM-2-Terrestrial-29-Dog-1834.jpg@#@<p>The camouflaged objects</p> {<45><19><70><72>}<delim>{<30><24><49><68>}<delim>{<0><27><17><65>}
COD10K-CAM-1-Aquatic-9-GhostPipefish-397.jpg@#@<p>The camouflaged objects</p> {<47><36><69><65>}<delim>{<25><29><45><50>}<delim>{<14><29><45><57>}<delim>{<13><39><34><58>}
COD10K-CAM-3-Flying-53-Bird-3159.jpg@#@<p>The camouflaged objects</p> {<68><31><85><50>}<delim>{<69><32><84><50>}<delim>{<68><30><76><44>}<delim>{<70><33><82><47>}
COD10K-CAM-4-Amphibian-68-Toad-4881.jpg@#@<p>The camouflaged objects</p> {<16><32><72><73>}
COD10K-CAM-1-Aquatic-3-Crab-43.jpg@#@<p>The camouflaged objects</p> {<40><46><59><61>}<delim>{<39><28><51><47>}
COD10K-CAM-3-Flying-53-Bird-3089.jpg@#@<p>The camouflaged objects</p> {<85><53><94><67>}<delim>{<22><46><33><61>}<delim>{<36><48><45><64>}<delim>{<67><38><78><56>}<delim>{<19><51><29><63>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-915.jpg@#@<p>The camouflaged objects</p> {<1><27><93><95>}
COD10K-CAM-2-Terrestrial-44-Snake-2452.jpg@#@<p>The camouflaged objects</p> {<0><1><98><98>}
COD10K-CAM-3-Flying-50-Bat-2970.jpg@#@<p>The camouflaged objects</p> {<63><23><85><79>}<delim>{<61><20><83><79>}
COD10K-CAM-1-Aquatic-13-Pipefish-621.jpg@#@<p>The camouflaged objects</p> {<43><49><82><68>}<delim>{<1><25><10><47>}
COD10K-CAM-2-Terrestrial-46-StickInsect-2869.jpg@#@<p>The camouflaged objects</p> {<1><0><100><98>}
COD10K-CAM-3-Flying-53-Bird-3142.jpg@#@<p>The camouflaged objects</p> {<4><1><98><100>}
COD10K-CAM-2-Terrestrial-29-Dog-1817.jpg@#@<p>The camouflaged objects</p> {<0><10><23><57>}<delim>{<64><28><75><40>}
COD10K-CAM-4-Amphibian-67-Frog-4714.jpg@#@<p>The camouflaged objects</p> {<37><41><69><64>}<delim>{<36><42><68><65>}
COD10K-CAM-3-Flying-64-Moth-4473.jpg@#@<p>The camouflaged objects</p> {<16><19><84><82>}
COD10K-CAM-2-Terrestrial-45-Spider-2601.jpg@#@<p>The camouflaged objects</p> {<35><20><69><70>}<delim>{<38><33><47><52>}<delim>{<37><1><42><31>}
COD10K-CAM-3-Flying-61-Katydid-4144.jpg@#@<p>The camouflaged objects</p> {<16><18><62><79>}
COD10K-CAM-3-Flying-55-Butterfly-3295.jpg@#@<p>The camouflaged objects</p> {<54><42><84><92>}<delim>{<1><0><100><99>}
COD10K-CAM-3-Flying-60-Heron-3901.jpg@#@<p>The camouflaged objects</p> {<38><28><64><70>}<delim>{<1><1><100><71>}
COD10K-CAM-2-Terrestrial-24-Caterpillar-1541.jpg@#@<p>The camouflaged objects</p> {<1><12><87><75>}
COD10K-CAM-1-Aquatic-15-SeaHorse-1013.jpg@#@<p>The camouflaged objects</p> {<20><48><38><76>}<delim>{<37><21><55><69>}
COD10K-CAM-2-Terrestrial-23-Cat-1328.jpg@#@<p>The camouflaged objects</p> {<1><0><100><100>}
COD10K-CAM-2-Terrestrial-23-Cat-1310.jpg@#@<p>The camouflaged objects</p> {<35><46><51><58>}<delim>{<34><47><51><57>}
COD10K-CAM-3-Flying-56-Cicada-3536.jpg@#@<p>The camouflaged objects</p> {<39><40><100><85>}<delim>{<40><0><100><62>}<delim>{<0><0><30><61>}
COD10K-CAM-1-Aquatic-15-SeaHorse-1074.jpg@#@<p>The camouflaged objects</p> {<0><0><100><100>}
COD10K-CAM-2-Terrestrial-34-Human-2013.jpg@#@<p>The camouflaged objects</p> {<35><42><65><91>}<delim>{<36><42><65><90>}
COD10K-CAM-3-Flying-61-Katydid-4110.jpg@#@<p>The camouflaged objects</p> {<0><0><100><100>}
COD10K-CAM-4-Amphibian-67-Frog-4701.jpg@#@<p>The camouflaged objects</p> {<19><25><53><87>}<delim>{<67><1><93><56>}
COD10K-CAM-2-Terrestrial-45-Spider-2627.jpg@#@<p>The camouflaged objects</p> {<0><1><100><100>}
COD10K-CAM-3-Flying-53-Bird-3236.jpg@#@<p>The camouflaged objects</p> {<24><35><35><53>}<delim>{<26><31><37><50>}<delim>{<42><34><54><49>}<delim>{<0><1><7><31>}<delim>{<63><24><79><42>}
COD10K-CAM-1-Aquatic-13-Pipefish-542.jpg@#@<p>The camouflaged objects</p> {<40><50><69><81>}<delim>{<11><43><21><59>}
COD10K-CAM-3-Flying-55-Butterfly-3412.jpg@#@<p>The camouflaged objects</p> {<29><17><74><89>}<delim>{<43><15><69><43>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-896.jpg@#@<p>The camouflaged objects</p> {<10><3><97><89>}
COD10K-CAM-3-Flying-65-Owl-4645.jpg@#@<p>The camouflaged objects</p> {<1><20><13><59>}<delim>{<82><20><99><65>}
COD10K-CAM-2-Terrestrial-38-Lizard-2251.jpg@#@<p>The camouflaged objects.</p> {<13><29><90><70>}<delim>{<14><26><89><70>}
COD10K-CAM-3-Flying-55-Butterfly-3369.jpg@#@<p>The camouflaged objects</p> {<17><15><60><84>}<delim>{<39><0><88><98>}
COD10K-CAM-3-Flying-62-Mantis-4308.jpg@#@<p>The camouflaged objects</p> {<1><2><100><98>}<delim>{<43><47><50><57>}<delim>{<84><38><98><67>}
COD10K-CAM-3-Flying-59-Grasshopper-3834.jpg@#@<p>The camouflaged objects</p> {<26><42><72><66>}
COD10K-CAM-2-Terrestrial-36-Leopard-2077.jpg@#@<p>The camouflaged objects</p> {<1><1><100><100>}
COD10K-CAM-1-Aquatic-4-Crocodile-105.jpg@#@<p>The camouflaged objects</p> {<24><46><100><83>}<delim>{<1><51><20><71>}
COD10K-CAM-2-Terrestrial-36-Leopard-2063.jpg@#@<p>The camouflaged objects</p> {<0><0><100><79>}
COD10K-CAM-2-Terrestrial-38-Lizard-2213.jpg@#@<p>The camouflaged objects</p> {<9><54><66><71>}<delim>{<10><64><67><70>}<delim>{<10><58><68><72>}<delim>{<0><53><100><79>}
COD10K-CAM-1-Aquatic-13-Pipefish-676.jpg@#@<p>The camouflaged objects</p> {<35><48><100><94>}<delim>{<34><50><100><94>}
COD10K-CAM-1-Aquatic-15-SeaHorse-1022.jpg@#@<p>The camouflaged objects</p> {<35><29><67><70>}<delim>{<0><1><100><100>}
COD10K-CAM-2-Terrestrial-22-Bug-1262.jpg@#@<p>The camouflaged objects</p> {<0><0><100><100>}
COD10K-CAM-2-Terrestrial-23-Cat-1534.jpg@#@<p>The camouflaged objects</p> {<43><39><67><52>}<delim>{<0><10><25><48>}
COD10K-CAM-3-Flying-54-Bittern-3260.jpg@#@<p>The camouflaged objects</p> {<62><45><77><91>}<delim>{<0><0><100><100>}
COD10K-CAM-1-Aquatic-13-Pipefish-591.jpg@#@<p>The camouflaged objects</p> {<0><1><100><98>}<delim>{<62><24><83><58>}
COD10K-CAM-3-Flying-59-Grasshopper-3762.jpg@#@<p>The camouflaged objects</p> {<1><1><98><98>}
COD10K-CAM-2-Terrestrial-44-Snake-2456.jpg@#@<p>The camouflaged objects</p> {<0><39><99><100>}
COD10K-CAM-2-Terrestrial-46-StickInsect-2806.jpg@#@<p>The camouflaged objects</p> {<1><1><100><99>}
COD10K-CAM-2-Terrestrial-22-Bug-1270.jpg@#@<p>The camouflaged objects</p> {<1><0><100><100>}
COD10K-CAM-2-Terrestrial-44-Snake-2466.jpg@#@<p>The camouflaged objects</p> {<0><1><100><100>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-863.jpg@#@<p>The camouflaged objects</p> {<9><16><100><100>}
COD10K-CAM-3-Flying-53-Bird-3241.jpg@#@<p>The camouflaged objects</p> {<1><2><100><100>}
COD10K-CAM-2-Terrestrial-47-Tiger-2901.jpg@#@<p>The camouflaged objects.</p> {<47><42><66><58>}<delim>{<51><40><65><58>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-848.jpg@#@<p>The camouflaged objects</p> {<5><9><100><78>}<delim>{<71><32><100><68>}<delim>{<29><48><69><76>}
COD10K-CAM-1-Aquatic-13-Pipefish-669.jpg@#@<p>The camouflaged objects</p> {<1><3><100><99>}<delim>{<0><16><35><71>}<delim>{<29><24><100><65>}
COD10K-CAM-3-Flying-58-Frogmouth-3596.jpg@#@<p>The camouflaged objects</p> {<20><34><58><78>}<delim>{<14><71><46><99>}<delim>{<1><81><46><100>}
COD10K-CAM-1-Aquatic-6-Fish-162.jpg@#@<p>The camouflaged objects</p> {<12><6><98><94>}
COD10K-CAM-1-Aquatic-3-Crab-38.jpg@#@<p>The camouflaged objects</p> {<6><43><17><58>}<delim>{<29><54><47><70>}<delim>{<51><53><58><63>}<delim>{<26><49><47><65>}
COD10K-CAM-1-Aquatic-13-Pipefish-502.jpg@#@<p>The camouflaged objects</p> {<9><1><49><85>}<delim>{<30><2><50><87>}
COD10K-CAM-3-Flying-62-Mantis-4325.jpg@#@<p>The camouflaged objects</p> {<43><43><100><70>}
COD10K-CAM-4-Amphibian-68-Toad-5005.jpg@#@<p>The camouflaged objects</p> {<21><18><82><79>}<delim>{<0><1><54><56>}
COD10K-CAM-2-Terrestrial-38-Lizard-2261.jpg@#@<p>The camouflaged objects</p> {<23><15><60><93>}
COD10K-CAM-3-Flying-61-Katydid-4221.jpg@#@<p>The camouflaged objects</p> {<0><0><100><99>}
COD10K-CAM-3-Flying-60-Heron-3892.jpg@#@<p>The camouflaged objects</p> {<56><37><71><59>}
COD10K-CAM-1-Aquatic-9-GhostPipefish-406.jpg@#@<p>The camouflaged objects</p> {<1><0><100><100>}<delim>{<0><2><79><100>}
COD10K-CAM-2-Terrestrial-21-Ant-1246.jpg@#@<p>The camouflaged objects</p> {<0><14><87><99>}
COD10K-CAM-1-Aquatic-7-Flounder-272.jpg@#@<p>The camouflaged objects</p> {<10><46><59><79>}<delim>{<54><43><88><70>}
COD10K-CAM-2-Terrestrial-23-Cat-1490.jpg@#@<p>The camouflaged objects</p> {<32><15><60><44>}<delim>{<0><1><100><100>}
COD10K-CAM-2-Terrestrial-45-Spider-2791.jpg@#@<p>The camouflaged objects</p> {<43><9><81><75>}<delim>{<0><0><24><42>}
COD10K-CAM-3-Flying-56-Cicada-3478.jpg@#@<p>The camouflaged objects</p> {<46><49><76><89>}<delim>{<0><1><100><100>}
COD10K-CAM-3-Flying-59-Grasshopper-3655.jpg@#@<p>The camouflaged objects</p> {<37><29><64><68>}<delim>{<10><25><46><56>}
COD10K-CAM-2-Terrestrial-34-Human-2031.jpg@#@<p>The camouflaged objects</p> {<42><40><63><78>}<delim>{<69><41><81><57>}<delim>{<63><42><74><58>}
COD10K-CAM-3-Flying-65-Owl-4591.jpg@#@<p>The camouflaged objects</p> {<20><13><62><95>}<delim>{<14><7><62><98>}
COD10K-CAM-1-Aquatic-13-Pipefish-568.jpg@#@<p>The camouflaged objects</p> {<47><15><65><91>}<delim>{<23><25><46><80>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-865.jpg@#@<p>The camouflaged objects</p> {<40><38><60><64>}<delim>{<61><23><99><57>}
COD10K-CAM-2-Terrestrial-23-Cat-1325.jpg@#@<p>The camouflaged objects</p> {<1><63><100><100>}
COD10K-CAM-3-Flying-59-Grasshopper-3680.jpg@#@<p>The camouflaged objects</p> {<0><1><100><98>}
COD10K-CAM-2-Terrestrial-38-Lizard-2315.jpg@#@<p>The camouflaged objects</p> {<1><0><100><99>}
COD10K-CAM-3-Flying-62-Mantis-4255.jpg@#@<p>The camouflaged objects</p> {<1><9><99><100>}
COD10K-CAM-4-Amphibian-67-Frog-4739.jpg@#@<p>The camouflaged objects</p> {<54><46><81><79>}<delim>{<14><0><63><50>}
COD10K-CAM-1-Aquatic-6-Fish-196.jpg@#@<p>The camouflaged objects</p> {<4><39><70><65>}<delim>{<1><54><6><58>}
COD10K-CAM-3-Flying-55-Butterfly-3403.jpg@#@<p>The camouflaged objects</p> {<31><59><57><76>}<delim>{<28><59><57><78>}
COD10K-CAM-2-Terrestrial-45-Spider-2631.jpg@#@<p>The camouflaged objects</p> {<0><1><98><100>}
COD10K-CAM-2-Terrestrial-31-Gecko-1922.jpg@#@<p>The camouflaged objects</p> {<10><24><51><93>}<delim>{<0><0><100><100>}
COD10K-CAM-2-Terrestrial-45-Spider-2510.jpg@#@<p>The camouflaged objects</p> {<0><1><98><99>}
COD10K-CAM-4-Amphibian-67-Frog-4719.jpg@#@<p>The camouflaged objects</p> {<0><0><100><99>}<delim>{<43><39><62><54>}
COD10K-CAM-2-Terrestrial-38-Lizard-2176.jpg@#@<p>The camouflaged objects</p> {<1><1><98><100>}
COD10K-CAM-1-Aquatic-6-Fish-183.jpg@#@<p>The camouflaged objects</p> {<4><15><27><54>}<delim>{<39><50><82><75>}
COD10K-CAM-2-Terrestrial-38-Lizard-2216.jpg@#@<p>The camouflaged objects</p> {<0><1><100><100>}
COD10K-CAM-3-Flying-55-Butterfly-3312.jpg@#@<p>The camouflaged objects</p> {<35><19><47><39>}
COD10K-CAM-2-Terrestrial-49-Worm-2949.jpg@#@<p>The camouflaged objects</p> {<19><30><80><86>}<delim>{<0><0><100><100>}
COD10K-CAM-3-Flying-56-Cicada-3439.jpg@#@<p>The camouflaged objects</p> {<14><2><98><98>}
COD10K-CAM-2-Terrestrial-34-Human-2045.jpg@#@<p>The camouflaged objects</p> {<1><1><100><99>}<delim>{<45><37><65><86>}
COD10K-CAM-3-Flying-51-Bee-2985.jpg@#@<p>The camouflaged objects</p> {<46><23><75><84>}<delim>{<10><26><46><79>}
COD10K-CAM-1-Aquatic-3-Crab-34.jpg@#@<p>The camouflaged objects</p> {<57><49><69><63>}
COD10K-CAM-3-Flying-59-Grasshopper-3695.jpg@#@<p>The camouflaged objects</p> {<1><1><100><100>}
COD10K-CAM-2-Terrestrial-34-Human-1992.jpg@#@<p>The camouflaged objects</p> {<26><3><74><60>}<delim>{<19><11><52><58>}
COD10K-CAM-3-Flying-64-Moth-4479.jpg@#@<p>The camouflaged objects</p> {<0><1><100><100>}
COD10K-CAM-2-Terrestrial-42-Sciuridae-2401.jpg@#@<p>The camouflaged objects</p> {<46><71><99><83>}<delim>{<52><73><63><80>}
COD10K-CAM-3-Flying-55-Butterfly-3434.jpg@#@<p>The camouflaged objects</p> {<47><21><70><95>}<delim>{<47><0><64><38>}
COD10K-CAM-2-Terrestrial-49-Worm-2953.jpg@#@<p>The camouflaged objects</p> {<70><49><92><63>}<delim>{<19><38><32><55>}
COD10K-CAM-3-Flying-62-Mantis-4359.jpg@#@<p>The camouflaged objects</p> {<1><1><99><100>}
COD10K-CAM-2-Terrestrial-40-Rabbit-2351.jpg@#@<p>The camouflaged objects</p> {<24><23><60><100>}<delim>{<0><50><100><100>}
COD10K-CAM-3-Flying-59-Grasshopper-3769.jpg@#@<p>The camouflaged objects</p> {<54><0><73><54>}<delim>{<1><1><100><100>}
COD10K-CAM-2-Terrestrial-23-Cat-1496.jpg@#@<p>The camouflaged objects</p> {<50><42><79><75>}
COD10K-CAM-1-Aquatic-16-Shrimp-1115.jpg@#@<p>The camouflaged objects</p> {<9><11><98><100>}<delim>{<50><3><99><88>}<delim>{<24><46><54><99>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-879.jpg@#@<p>The camouflaged objects</p> {<18><17><82><69>}
COD10K-CAM-5-Other-69-Other-5029.jpg@#@<p>The camouflaged objects</p> {<47><45><56><54>}<delim>{<18><35><43><59>}<delim>{<47><20><84><44>}
COD10K-CAM-3-Flying-54-Bittern-3289.jpg@#@<p>The camouflaged objects</p> {<1><0><99><73>}<delim>{<61><0><100><65>}
COD10K-CAM-1-Aquatic-13-Pipefish-748.jpg@#@<p>The camouflaged objects</p> {<13><41><75><86>}
COD10K-CAM-1-Aquatic-2-ClownFish-10.jpg@#@<p>The camouflaged objects</p> {<0><1><47><93>}<delim>{<42><26><58><62>}
COD10K-CAM-3-Flying-56-Cicada-3527.jpg@#@<p>The camouflaged objects</p> {<1><0><100><99>}<delim>{<43><12><57><45>}
COD10K-CAM-3-Flying-50-Bat-2962.jpg@#@<p>The camouflaged objects</p> {<17><2><69><88>}<delim>{<34><4><67><37>}<delim>{<50><5><65><33>}
COD10K-CAM-2-Terrestrial-44-Snake-2440.jpg@#@<p>The camouflaged objects</p> {<19><32><64><98>}
COD10K-CAM-3-Flying-61-Katydid-4218.jpg@#@<p>The camouflaged objects</p> {<46><1><58><97>}<delim>{<46><1><58><97>}
COD10K-CAM-3-Flying-61-Katydid-3951.jpg@#@<p>The camouflaged objects</p> {<1><18><100><99>}<delim>{<30><20><77><83>}
COD10K-CAM-2-Terrestrial-29-Dog-1838.jpg@#@<p>The camouflaged objects</p> {<63><24><84><70>}<delim>{<54><10><64><55>}<delim>{<64><0><78><43>}
COD10K-CAM-1-Aquatic-3-Crab-86.jpg@#@<p>The camouflaged objects</p> {<17><48><80><80>}
COD10K-CAM-4-Amphibian-68-Toad-4896.jpg@#@<p>The camouflaged objects</p> {<1><4><97><96>}<delim>{<38><21><77><91>}
COD10K-CAM-3-Flying-56-Cicada-3490.jpg@#@<p>The camouflaged objects</p> {<28><37><61><59>}
COD10K-CAM-2-Terrestrial-23-Cat-1358.jpg@#@<p>The camouflaged objects</p> {<54><37><81><100>}<delim>{<28><2><57><96>}
COD10K-CAM-2-Terrestrial-42-Sciuridae-2407.jpg@#@<p>The camouflaged objects</p> {<45><25><61><63>}<delim>{<70><37><98><74>}
COD10K-CAM-2-Terrestrial-29-Dog-1837.jpg@#@<p>The camouflaged objects</p> {<45><49><73><100>}<delim>{<68><20><100><100>}<delim>{<18><0><41><37>}<delim>{<1><0><17><79>}
COD10K-CAM-3-Flying-65-Owl-4536.jpg@#@<p>The camouflaged objects</p> {<1><0><100><100>}
COD10K-CAM-3-Flying-60-Heron-3911.jpg@#@<p>The camouflaged objects</p> {<0><0><100><53>}<delim>{<0><1><99><54>}
COD10K-CAM-2-Terrestrial-23-Cat-1329.jpg@#@<p>The camouflaged objects</p> {<44><38><57><64>}<delim>{<1><1><99><73>}
COD10K-CAM-2-Terrestrial-23-Cat-1431.jpg@#@<p>The camouflaged objects</p> {<0><4><100><100>}
COD10K-CAM-2-Terrestrial-32-Giraffe-1932.jpg@#@<p>The camouflaged objects</p> {<35><70><49><88>}<delim>{<0><1><18><94>}
COD10K-CAM-4-Amphibian-67-Frog-4751.jpg@#@<p>The camouflaged objects</p> {<1><1><100><98>}<delim>{<0><2><100><41>}
COD10K-CAM-3-Flying-62-Mantis-4328.jpg@#@<p>The camouflaged objects</p> {<2><1><84><81>}
COD10K-CAM-1-Aquatic-13-Pipefish-644.jpg@#@<p>The camouflaged objects</p> {<16><20><83><91>}
COD10K-CAM-2-Terrestrial-37-Lion-2109.jpg@#@<p>The camouflaged objects</p> {<24><28><50><79>}<delim>{<1><55><25><68>}
COD10K-CAM-1-Aquatic-15-SeaHorse-1044.jpg@#@<p>The camouflaged objects</p> {<49><25><71><50>}<delim>{<80><66><91><99>}
COD10K-CAM-2-Terrestrial-24-Caterpillar-1650.jpg@#@<p>The camouflaged objects</p> {<43><23><58><91>}<delim>{<57><24><67><90>}<delim>{<1><1><70><99>}
COD10K-CAM-1-Aquatic-3-Crab-45.jpg@#@<p>The camouflaged objects</p> {<45><41><55><53>}<delim>{<23><42><32><52>}<delim>{<45><40><56><48>}<delim>{<52><40><63><49>}
COD10K-CAM-2-Terrestrial-46-StickInsect-2808.jpg@#@<p>The camouflaged objects</p> {<0><0><100><100>}<delim>{<78><0><99><69>}
COD10K-CAM-1-Aquatic-16-Shrimp-1140.jpg@#@<p>The camouflaged objects</p> {<46><29><80><51>}<delim>{<0><0><100><99>}
COD10K-CAM-3-Flying-59-Grasshopper-3637.jpg@#@<p>The camouflaged objects</p> {<46><8><98><91>}<delim>{<0><0><99><30>}
